Date,Close,Return,2.0x Leveraged Return,2.0x Leveraged Close,2.0x Adjusted Return,2.0x Adjusted Close,3.0x Leveraged Return,3.0x Leveraged Close,3.0x Adjusted Return,3.0x Adjusted Close
1971-02-08,100.83999633789062,0.00839996337890625,0.0167999267578125,101.67999267578125,0.01676024421812996,101.67602442181301,0.02519989013671875,102.51998901367188,0.02516020759703621,102.51602075970364
1971-02-09,100.76000213623047,-0.0007932785062002567,-0.0015865570124005135,101.51867157038066,-0.0016262395520830531,101.51067484939969,-0.0023798355186007702,102.27600830245058,-0.00241951805828331,102.26798139621218
1971-02-10,100.69000244140625,-0.0006947170835662764,-0.0013894341671325527,101.37761805949886,-0.0014291167068150924,101.36560424805232,-0.002084151250698829,102.06284963183055,-0.0021238337903813687,102.05078120164882
1971-02-11,101.44999694824219,0.007547864618219657,0.015095729236439315,102.9079871323602,0.015056046696756776,102.89176951905597,0.022643593854658972,104.37391934654285,0.02260391131497643,104.35752800955495
1971-02-12,102.05000305175781,0.005914303810395705,0.01182860762079141,104.12524533319434,0.01178892508110887,104.10475288137884,0.017742911431187114,106.22581655323442,0.017703228891504573,106.2049932144597
1971-02-16,102.19000244140625,0.0013718705091800842,0.0027437410183601685,104.41093803986183,0.002704058478677629,104.38625822107839,0.004115611527540253,106.66300074836327,0.004075928987857713,106.63787722495776
1971-02-17,101.73999786376953,-0.004403606682510275,-0.00880721336502055,103.49136863090283,-0.008846895904703089,103.46276386071504,-0.013210820047530825,105.25389503974701,-0.013250502587213364,105.22487175689352
1971-02-18,101.41999816894531,-0.003145269329105971,-0.006290538658211942,102.84035217573886,-0.006330221197894482,102.80782167973119,-0.009435807987317912,104.26073949623465,-0.009475490527000452,104.22781448135623
1971-02-19,100.69999694824219,-0.007099203645258845,-0.01419840729051769,101.38018296964744,-0.014238089830200229,101.34403467940798,-0.021297610935776534,102.0402348305675,-0.021337293475459075,102.00387501546182
1971-02-22,99.68000030517578,-0.010129063296701601,-0.020258126593403203,99.32641038898595,-0.020297809133085744,99.28697280670853,-0.030387189890104804,98.93951883834016,-0.030426872429787345,98.90021612302239
1971-02-23,99.72000122070312,0.00040129329258498103,0.0008025865851699621,99.40612843351722,0.0007629040454874224,99.36271923992697,0.001203879877754943,99.05863013418438,0.0011641973380724035,99.0153554913676
1971-02-24,100.63999938964844,0.00922581385562915,0.0184516277112583,101.24033330759002,0.01841194517157576,101.1921801786712,0.02767744156688745,101.8003195814192,0.02763775902720491,101.75191802643107
1971-02-25,101.2300033569336,0.0058625195833004184,0.011725039166600837,102.42738018086123,0.011685356626918298,102.37464689191435,0.017587558749901255,103.59073868281612,0.017547876210218714,103.5374480881112
1971-02-26,101.33999633789062,0.0010865650233082835,0.002173130046616567,102.64996819832848,0.0021334475069340274,102.59305782709917,0.0032596950699248506,103.92841290299037,0.003220012530242311,103.87083996830424
1971-03-01,101.77999877929688,0.004341843865270922,0.008683687730541845,103.54134846771281,0.008644005190859306,103.47987275150277,0.013025531595812767,105.28213572896095,0.012985849056130228,105.2196910174661
1971-03-02,101.83999633789062,0.0005894827993055962,0.0011789655986111924,103.66342015559007,0.0011392830589286528,103.59776561746865,0.0017684483979167887,105.4683217532201,0.001728765858234249,105.40159122691107
1971-03-03,102.06999969482422,0.0022584776630438785,0.004516955326087757,104.13166319338234,0.004477272786405217,104.06160107420015,0.006775432989131636,106.1829152997352,0.0067357504494490955,106.11155004239039
1971-03-04,102.77999877929688,0.006956001632168807,0.013912003264337613,105.58034323164958,0.013872320724655074,105.50517697942257,0.02086800489650642,108.39874089613542,0.02082832235682388,108.32167561245556
1971-03-05,103.0,0.002140506161860678,0.004281012323721356,106.032333982167,0.004241329784038816,105.95265922891568,0.006421518485582034,109.09482541461377,0.006381835945899494,109.0129667755992
1971-03-08,104.2300033569336,0.011941780164403726,0.02388356032880745,108.56476362763433,0.02384387778912491,108.47898148700274,0.03582534049321118,113.00318468113974,0.035785657953528636,112.91406751713018
1971-03-09,104.41000366210938,0.0017269528866785677,0.0034539057733571354,108.93973609151098,0.003414223233674596,108.84935294596103,0.005180858660035703,113.58863820910665,0.005141176120353163,113.4945786247012
1971-03-10,104.13999938964844,-0.0025860000286440643,-0.005172000057288129,108.37629977020472,-0.005211682596970669,108.28206466752104,-0.007758000085932193,112.70741754411948,-0.007797682625614733,112.60958392085792
1971-03-11,104.26000213623047,0.0011523213682096412,0.0023046427364192823,108.62606842227014,0.0022649601967367427,108.52731923401346,0.0034569641046289235,113.09704304089492,0.003417281564946384,112.99440257602696
1971-03-12,104.5,0.0023019169274132167,0.0046038338548264335,109.12616479358928,0.004564151315143893,109.02265434082443,0.00690575078223965,113.87806303434358,0.00686606824255711,113.77022985514094
1971-03-15,105.12999725341797,0.006028681850889672,0.012057363701779344,110.44193865188589,0.012017681162096805,110.33285384013796,0.018086045552669017,115.93766686983243,0.018046363012986476,115.82336872317774
1971-03-16,105.55999755859375,0.0040901770798991155,0.008180354159798231,111.34539282415304,0.008140671620115692,111.23103737216076,0.012270531239697346,117.36028363301631,0.012230848700014807,117.23998682195696
1971-03-17,105.5,-0.0005683740051286579,-0.0011367480102573158,111.21882117040886,-0.0011764305499398554,111.10018178169466,-0.0017051220153859736,117.16017002966173,-0.0017448045550685133,117.03542595891383
1971-03-18,105.87999725341797,0.0036018697006443556,0.007203739401288711,112.02001257463903,0.007164056861606171,111.8961098013135,0.010805609101933067,118.42615702931826,0.010765926562250528,118.29542075996922
1971-03-19,105.7699966430664,-0.0010389177673312266,-0.0020778355346624533,111.7872534119181,-0.002117518074344993,111.65916776636034,-0.00311675330199368,118.05705191335471,-0.0031564358416762196,117.92202885397627
1971-03-22,105.37000274658203,-0.0037817330923646253,-0.007563466184729251,110.94175430085332,-0.007603148724411791,110.81020650738864,-0.011345199277093876,116.71767113333149,-0.011384881816776415,116.57950049187924
1971-03-23,105.11000061035156,-0.0024675157013688276,-0.004935031402737655,110.3942532595038,-0.004974713942420195,110.25895742811387,-0.007402547104106483,115.8536630748854,-0.007442229643789023,115.71188907746046
1971-03-24,104.69999694824219,-0.003900710300909216,-0.007801420601818432,109.53302125780276,-0.007841103141500971,109.39440557064566,-0.011702130902727648,114.4979283440226,-0.011741813442410187,114.35322166284405
