Date,Close,Return,Leveraged Return,Leveraged Close,Adjusted Return,Adjusted Close
1992-01-03,3201.5,0.00917289703443469,0.01834579406886938,3230.6000976562495,0.01830611152918684,3230.4742087712366
1992-01-06,3200.10009765625,-0.0004372645146806242,-0.0008745290293612484,3227.774844088592,-0.0009142115690437881,3227.5208718760805
1992-01-07,3204.800048828125,0.0014686887998651699,0.0029373775997303397,3237.256037612591,0.0028976950600478,3236.8732431627172
1992-01-08,3203.89990234375,-0.0002808744603908231,-0.0005617489207816462,3235.437512527168,-0.0006014314604641858,3234.9264857607445
1992-01-09,3209.5,0.0017479003174079022,0.0034958006348158044,3246.7479570373675,0.0034561180951332648,3246.1067737246085
1992-01-10,3199.5,-0.003115750116840621,-0.006231500233681242,3226.515846384385,-0.006271182773363782,3225.7498448447272
1992-01-13,3185.60009765625,-0.004344398294655383,-0.008688796589310765,3198.4813065029634,-0.008728479128993305,3197.5939546486466
1992-01-14,3246.199951171875,0.019023057401401422,0.038046114802802844,3320.171093484794,0.0380064322631203,3319.123092690964
1992-01-15,3258.5,0.0037890607519985853,0.0075781215039971705,3345.3317534452804,0.0075384389643146305,3344.1440995402627
1992-01-16,3249.60009765625,-0.002731288121451625,-0.00546257624290325,3327.0576236842803,-0.00550225878258579,3325.7437532983345
1992-01-17,3265.0,0.004739014611323089,0.009478029222646178,3358.5915730669876,0.009438346682963639,3357.133275820665
1992-01-20,3254.0,-0.0033690658499234694,-0.006738131699846939,3335.9609407216667,-0.006777814239529479,3334.3792500998093
1992-01-21,3223.39990234375,-0.009403840705669908,-0.018807681411339816,3273.2192501479003,-0.018847363951022357,3271.5349908224407
1992-01-22,3255.800048828125,0.010051544166399085,0.02010308833279817,3339.0210658662386,0.020063405793115628,3337.173124909689
1992-01-23,3226.699951171875,-0.008937925308627026,-0.017875850617254052,3279.333224084949,-0.017915533156936593,3277.3858891399314
1992-01-24,3232.800048828125,0.0018905066317165264,0.003781013263433053,3291.732426500431,0.0037413307237505133,3289.6476736605578
1992-01-27,3240.60009765625,0.00241278418408597,0.00482556836817194,3307.6169063742377,0.0047858858284894,3305.3915518426534
1992-01-28,3272.10009765625,0.009720421851120209,0.019440843702240418,3371.9197696779474,0.019401161162557877,3369.519986045311
1992-01-29,3225.0,-0.01439445501376535,-0.0287889100275307,3274.845874808637,-0.028828592567213242,3272.381467220528
1992-01-30,3244.89990234375,0.006170512354651159,0.012341024709302317,3315.260828668807,0.012301342169619778,3312.636151358331
1992-01-31,3223.39990234375,-0.0066257821957684815,-0.013251564391536963,3271.3284363229623,-0.013291246931219502,3268.607086277343
1992-02-03,3234.10009765625,0.0033195370219871734,0.006639074043974347,3293.047028033869,0.006599391504291807,3290.17790411339
1992-02-04,3272.800048828125,0.011966219351071006,0.02393243870214201,3371.8576741755605,0.02389275616245947,3368.789322507483
1992-02-05,3257.60009765625,-0.004644326248197661,-0.009288652496395322,3340.53765997284,-0.009328335036077861,3337.3641270411713
1992-02-06,3255.60009765625,-0.0006139489010449362,-0.0012278978020898723,3336.4358211223607,-0.001267580341772412,3333.1337498803978
1992-02-07,3225.39990234375,-0.00927638358723526,-0.01855276717447052,3274.5357041405146,-0.01859244971415306,3271.1626282452
1992-02-10,3245.10009765625,0.00610783031840012,0.01221566063680024,3314.53632104538,0.012175978097117702,3310.992232758824
1992-02-11,3251.60009765625,0.0020030198774745323,0.0040060397549490645,3327.814485316711,0.0039663572152665244,3324.1248106909184
1992-02-12,3276.800048828125,0.007750015504686125,0.01550003100937225,3379.395713032558,0.015460348469689711,3375.516938620942
1992-02-13,3246.699951171875,-0.009185820681067991,-0.018371641362135982,3317.3106669719837,-0.018411323901818523,3313.3692029279164
1992-02-14,3246.0,-0.00021558849983116524,-0.0004311769996623305,3315.880318911651,-0.00047085953934487016,3311.809071431346
1992-02-18,3224.699951171875,-0.006561937408541274,-0.013123874817082548,3272.3631206978266,-0.013163557356765087,3268.213882764904
1992-02-19,3230.300048828125,0.0017366259624294056,0.003473251924858811,3283.7288622056276,0.0034335693851762716,3279.435521896974
1992-02-20,3280.60009765625,0.015571324046623092,0.031142648093246184,3385.9928745949333,0.031102965553563643,3381.4356919696693
1992-02-21,3280.199951171875,-0.00012197356351384414,-0.00024394712702768828,3385.1668713610393,-0.00028362966671022796,3380.4766164913535
1992-02-24,3282.39990234375,0.0006706759358034997,0.0013413518716069994,3389.7075712796413,0.0013016693319244598,3384.876879230328
1992-02-25,3257.800048828125,-0.007494471803408231,-0.014988943606816463,3338.8994356501316,-0.015028626146499002,3334.006830060447
1992-02-26,3283.300048828125,0.00782736804524653,0.01565473609049306,3391.169025147931,0.01561505355081052,3386.0675252506094
1992-02-27,3269.5,-0.0042031031653809725,-0.008406206330761945,3362.6621586200486,-0.008445888870444484,3357.469175224521
1992-02-28,3267.699951171875,-0.0005505578308991899,-0.0011011156617983797,3358.9594786518555,-0.0011407982014809193,3353.6389804278974
1992-03-02,3275.300048828125,0.002325824821683753,0.004651649643367506,3374.5841813128122,0.004611967103684966,3369.1058530832665
1992-03-03,3290.300048828125,0.004579733085940285,0.00915946617188057,3405.49357096571,0.009119783632198031,3399.831369497358
1992-03-04,3268.60009765625,-0.00659512836210896,-0.01319025672421792,3360.5742364919993,-0.013229939263900458,3354.851806971405
1992-03-05,3241.5,-0.008291041071583516,-0.016582082143167032,3304.848918454278,-0.016621764682849573,3299.0882496900936
1992-03-06,3221.60009765625,-0.0061391029905136785,-0.012278205981027357,3264.271302697321,-0.012317888520709896,3258.450448410427
1992-03-09,3215.10009765625,-0.0020176309296516814,-0.004035261859303363,3251.099113211128,-0.004074944398985903,3245.1724440063035
1992-03-10,3231.0,0.004945383304034934,0.009890766608069868,3283.2549757596016,0.009851084068387328,3277.1409105686243
1992-03-11,3208.60009765625,-0.00693280790583406,-0.01386561581166812,3237.730623653971,-0.013905298351350659,3231.5712884677505
1992-03-12,3208.60009765625,0.0,0.0,3237.730623653971,-3.968253968253968e-05,3231.443051511859
1992-03-13,3235.89990234375,0.00850832258823453,0.01701664517646906,3292.8259368536787,0.016976962636786518,3286.3031394602795
1992-03-16,3236.39990234375,0.00015451652247899794,0.0003090330449579959,3293.8435288794612,0.0002693505052754562,3287.1883068713814
1992-03-17,3256.0,0.0060561420861666715,0.012112284172333343,3333.739497720451,0.012072601632650804,3326.873221791748
1992-03-18,3254.300048828125,-0.0005220980257600871,-0.0010441960515201743,3330.258420100134,-0.0010838785912027139,3323.2672951310024
1992-03-19,3261.39990234375,0.002181683744306717,0.004363367488613434,3344.7895614190807,0.004323684948930894,3337.6360559162345
1992-03-20,3276.39990234375,0.004599251992747133,0.009198503985494266,3375.5566215304334,0.009158821445811727,3368.204868603475
1992-03-23,3272.10009765625,-0.001312356493608835,-0.00262471298721767,3366.696754226814,-0.0026643955269002096,3359.2306386178843
1992-03-24,3261.0,-0.003392346604616625,-0.00678469320923325,3343.8547496208635,-0.00682437574891579,3336.3059865126856
1992-03-25,3259.39990234375,-0.0004906769875038242,-0.0009813539750076483,3340.573244470475,-0.001021036514690188,3332.8994962762767
1992-03-26,3267.699951171875,0.002546496004419918,0.005092992008839836,3357.586757309507,0.005053309469157296,3349.7416688605595
1992-03-27,3231.39990234375,-0.011108746020302984,-0.02221749204060597,3282.989600253339,-0.02225717458028851,3275.1858837378627
1992-03-30,3235.199951171875,0.0011759760298837296,0.0023519520597674592,3290.71103440585,0.0023122695200849196,3282.758996229442
1992-03-31,3235.5,9.274506449474806e-05,0.00018549012898949613,3291.3214288200893,0.00014580758930695645,3283.2376474049584
1992-04-01,3249.300048828125,0.004265198216079513,0.008530396432159026,3319.3977053935846,0.008490713892476487,3311.1146789100817
1992-04-02,3234.10009765625,-0.004677915533641497,-0.009355831067282994,3288.3419812167954,-0.009395513606965533,3280.005055890159
1992-04-03,3249.10009765625,0.004638075367818795,0.00927615073563759,3318.845137104887,0.00923646819595505,3310.3007182714605
1992-04-06,3275.5,0.008125296713017205,0.01625059342603441,3372.77834007195,0.01621091088635187,3363.963708222386
1992-04-07,3213.60009765625,-0.01889784837238595,-0.0377956967447719,3245.3018327432555,-0.03783537928445444,3236.686865422652
1992-04-08,3181.39990234375,-0.010019975832084471,-0.020039951664168942,3180.266140879442,-0.020079634203851483,3171.6953771325543
1992-04-09,3225.0,0.01370468944320069,0.02740937888640138,3267.4352604944,0.02736969634671884,3258.5037165089648
1992-04-10,3255.39990234375,0.009426326308139554,0.01885265261627911,3329.0350824066827,0.018812970076596568,3319.805849422127
1992-04-13,3269.89990234375,0.004454137873986186,0.008908275747972372,3358.691044895435,0.008868593208289833,3349.2478570311528
1992-04-14,3306.10009765625,0.011070735005237697,0.022141470010475395,3433.0574019404394,0.022101787470792854,3423.272221354264
1992-04-15,3353.800048828125,0.014427860549561133,0.028855721099122267,3532.1207488481095,0.028816038559439726,3521.917365684268
